,0
4760,PPP1R16B
4761,TOP1
4762,PLCG1
4763,LPIN3
4764,EMILIN3
4765,CHD6
4766,PTPRT
4767,PKIG
4768,ADA
4769,WISP2
4770,TOMM34
4771,WFDC5
4772,SYS1
4773,WFDC6
4774,WFDC13
4775,SNX21
4776,ACOT8
4777,NEURL2
4778,CTSA
4779,PLTP
4780,PCIF1
4781,ZNF335
4782,SLC12A5
4783,NCOA5
4784,CD40
4785,OCSTAMP
4786,TP53RK
4787,SLC2A10
4788,EYA2
4789,ZMYND8
4790,NCOA3
4791,SULF2
4792,PREX1
4793,ARFGEF2
4794,STAU1
4795,DDX27
4796,ZNFX1
4797,B4GALT5
4798,SPATA2
4799,RNF114
4800,UBE2V1
4801,FAM65C
4802,BCAS4
4803,ZFP64
4804,TSHZ2
4805,CYP24A1
4806,AURKA
4807,FAM209A
4808,CTCFL
4809,ZBP1
4810,GNAS
4811,NELFCD
4812,ZNF831
4813,PHACTR3
4814,PPP1R3D
4815,CDH26
4816,SS18L1
4817,ADRM1
4818,LAMA5
4819,CABLES2
4820,RBBP8NL
4821,C20orf166
4822,SLCO4A1
4823,MRGBP
4824,COL9A3
4825,DIDO1
4826,SLC17A9
4827,BIRC7
4828,COL20A1
4829,EEF1A2
4830,PTK6
4831,HELZ2
4832,STMN3
4833,ZGPAT
4834,ZNF512B
4835,PRPF6
4836,SOX18
4837,MYT1
4838,LOC102724428
4839,LOC102724594
4840,NRIP1
4841,APP
4842,LTN1
4843,RWDD2B
4844,BACH1
4845,KRTAP22-1
4846,SOD1
4847,URB1
4848,PAXBP1-AS1
4849,IL10RB
4850,IFNGR2
4851,GART
4852,SLC5A3
4853,RCAN1
4854,RUNX1
4855,RUNX1-IT1
4856,CBR3
4857,MORC3
4858,CHAF1B
4859,SIM2
4860,HLCS
4861,LCA5L
4862,DSCAM
4863,TMPRSS2
4864,UMODL1
4865,UBASH3A
4866,PDE9A
4867,WDR4
4868,NDUFV3
4869,PKNOX1
4870,U2AF1
4871,SIK1
4872,RRP1B
4873,RRP1
4874,AGPAT3
4875,DNMT3L
4876,TRPM2
4877,KRTAP10-1
4878,KRTAP10-3
4879,KRTAP10-7
4880,KRTAP10-9
4881,KRTAP10-12
4882,FAM207A
4883,ADARB1
4884,COL18A1
4885,PCBP3
4886,COL6A2
4887,FTCD
4888,C21orf58
4889,PCNT
4890,DIP2A
4891,PRMT2
4892,POTEH
4893,ANKRD62P1-PARP4P3
4894,CECR5
4895,CECR2
4896,AC004019.13
4897,SLC25A18
4898,BID
4899,MICAL3
4900,TUBA8
4901,PI4KAP1
4902,RIMBP3
4903,DGCR6
4904,TSSK2
4905,DGCR14
4906,SLC25A1
4907,CLTCL1
4908,HIRA
4909,CLDN5
4910,TXNRD2
4911,COMT
4912,TANGO2
4913,LOC388849
4914,DGCR6L
4915,SCARF2
4916,KLHL22
4917,MED15
4918,PI4KA
4919,AIFM3
4920,LZTR1
4921,THAP7
4922,SLC7A4
4923,P2RX6P
4924,LOC400891
4925,GGT2
4926,PI4KAP2
4927,TOP3B
4928,ZNF280A
4929,IGLL5
4930,LOC102724695
4931,ZDHHC8P1
4932,IGLL1
4933,GUSBP11
4934,ZNF70
4935,SLC2A11
4936,GSTTP1
4937,CABIN1
4938,SUSD2
4939,GGT5
4940,UPB1
4941,GUCD1
4942,SNRPD3
4943,FAM211B
4944,BCRP3
4945,KIAA1671
4946,MYO18B
4947,SEZ6L
4948,CRYBB1
4949,LOC284898
4950,LOC100507657
4951,HSCB
4952,XBP1
4953,EMID1
4954,RHBDD3
4955,GAS2L1
4956,AP1B1
4957,NEFH
4958,THOC5
4959,NF2
4960,UQCR10
4961,ASCC2
4962,HORMAD2
4963,KIAA1656
4964,CCDC157
4965,RNF215
4966,PES1
4967,OSBP2
4968,MORC2
4969,SMTN
4970,SELM
4971,INPP5J
4972,PLA2G3
4973,RNF185
4974,LIMK2
4975,PATZ1
4976,SFI1
4977,PRR14L
4978,SLC5A1
4979,C22orf42
4980,SLC5A4
4981,LARGE
4982,TOM1
4983,MCM5
4984,MYH9
4985,FOXRED2
4986,CSF2RB
4987,KCTD17
4988,TMPRSS6
4989,IL2RB
4990,CYTH4
4991,LGALS2
4992,GGA1
4993,PDXP
4994,TRIOBP
4995,ANKRD54
4996,SOX10
4997,LOC101927119
4998,BAIAP2L2
4999,PLA2G6
5000,DDX17
5001,CBX6
5002,APOBEC3B
5003,APOBEC3D
5004,APOBEC3F
5005,PDGFB
5006,MIEF1
5007,RPS19BP1
5008,CACNA1I
5009,FAM83F
5010,TNRC6B
5011,EP300
5012,L3MBTL2
5013,ACO2
5014,POLR3H
5015,DESI1
5016,SREBF2
5017,CENPM
5018,SEPT3
5019,TCF20
5020,LOC101927372
5021,PACSIN2
5022,SCUBE1
5023,EFCAB6
5024,PNPLA5
5025,PNPLA3
5026,KIAA1644
5027,PRR5
5028,NUP50
5029,KIAA0930
5030,UPK3A
5031,WNT7B
5032,C22orf26
5033,GTSE1
5034,TRMU
5035,CELSR1
5036,GRAMD4
5037,TBC1D22A
5038,BRD1
5039,ZBED4
5040,MLC1
5041,TUBGCP6
5042,HDAC10
5043,MAPK12
5044,PLXNB2
5045,DENND6B
5046,PPP6R2
5047,SBF1
5048,MIOX
5049,LMF2
5050,NCAPH2
5051,SHANK3
5052,RABL2B
5053,GTPBP6
5054,IL3RA
5055,ASMTL
5056,AKAP17A
5057,ZBED1
5058,XG
5059,STS
5060,SHROOM2
5061,WWC3
5062,MID1
5063,BMX
5064,ZRSR2
5065,REPS2
5066,NHS
5067,SCML2
5068,CDKL5
5069,RS1
5070,PPEF1
5071,SH3KBP1
5072,RPS6KA3
5073,CNKSR2
5074,KLHL34
5075,PHEX
5076,SUPT20HL1
5077,SMEK3P
5078,DMD
5079,CXorf22
5080,CHDC2
5081,XK
5082,OTC
5083,BCOR
5084,MPC1L
5085,USP9X
5086,MAOA
5087,MAOB
5088,EFHC2
5089,USP11
5090,ARAF
5091,SYN1
5092,ELK1
5093,SLC38A5
5094,EBP
5095,TBC1D25
5096,SUV39H1
5097,HDAC6
5098,OTUD5
5099,GRIPAP1
5100,TFE3
5101,WDR45
5102,GPKOW
5103,PRICKLE3
5104,CCDC22
5105,GAGE2A
5106,USP27X
5107,CLCN5
5108,DGKK
5109,SHROOM4
5110,CENPVP2
5111,GSPT2
5112,MAGED4B
5113,MAGED4
5114,SPANXN5
5115,FAM156B
5116,TSPYL2
5117,KDM5C
5118,IQSEC2
5119,SMC1A
5120,HUWE1
5121,PHF8
5122,FGD1
5123,GNL3L
5124,ITIH6
5125,MAGED2
5126,TRO
5127,PFKFB1
5128,APEX2
5129,USP51
5130,AMER1
5131,MTMR8
5132,LAS1L
5133,VSIG4
5134,HEPH
5135,OPHN1
5136,STARD8
5137,EFNB1
5138,FAM155B
5139,KIF4A
5140,DLG3
5141,SLC7A3
5142,FOXO4
5143,MED12
5144,NLGN3
5145,ZMYM3
5146,ACRC
5147,CXCR3
5148,NHSL2
5149,ERCC6L
5150,CITED1
5151,PHKA1
5152,PABPC1L2B
5153,SLC16A2
5154,ABCB7
5155,MAGEE2
5156,FGF16
5157,GPR174
5158,CYLC1
5159,PCDH11X
5160,PCDH19
5161,SRPX2
5162,SYTL4
5163,CSTF2
5164,NOX1
5165,BTK
5166,ARMCX4
5167,ZMAT1
5168,NXF4
5169,ARMCX5
5170,GPRASP1
5171,BHLHB9
5172,NXF3
5173,BEX4
5174,GLRA4
5175,H2BFM
5176,SLC25A53
5177,RIPPLY1
5178,FRMPD3
5179,COL4A6
5180,COL4A5
5181,RGAG1
5182,ALG13
5183,TRPC5OS
5184,ZCCHC16
5185,RBMXL3
5186,LUZP4
5187,AGTR2
5188,WDR44
5189,DOCK11
5190,RP5-1139I1.1
5191,SLC25A43
5192,SLC25A5-AS1
5193,ZBTB33
5194,CT47B1
5195,CT47A7
5196,CT47A2
5197,CT47A1
5198,THOC2
5199,TENM1
5200,UTP14A
5201,BCORL1
5202,ELF4
5203,SLC25A14
5204,GPR119
5205,IGSF1
5206,FRMD7
5207,MBNL3
5208,HS6ST2
5209,USP26
5210,SMIM10
5211,FAM127C
5212,ZNF75D
5213,LINC00086
5214,MMGT1
5215,MAP7D3
5216,GPR112
5217,ZIC3
5218,SPANXN4
5219,SPANXN3
5220,SPANXN2
5221,SPANXN1
5222,CXorf51B
5223,CXorf51A
5224,AFF2
5225,MAGEA11
5226,MAMLD1
5227,GPR50
5228,CNGA2
5229,GABRE
5230,GABRQ
5231,MAGEA3
5232,CSAG1
5233,MAGEA2
5234,ZNF185
5235,PNMA6A
5236,MAGEA1
5237,HAUS7
5238,PNCK
5239,SSR4
5240,ARHGAP4
5241,HCFC1
5242,IRAK1
5243,OPN1LW
5244,TEX28
5245,TKTL1
5246,FLNA
5247,TAZ
5248,GDI1
5249,FAM3A
5250,G6PD
5251,IKBKG
5252,GAB3
5253,MPP1
5254,RAB39B
5255,IL9R
5256,PCDH11Y
5257,KDM5D
5258,PRY2
5259,PRY
5260,CDY1B
5261,TRNV
5262,RNR2
5263,TRNR
5264,LOC102724250
5265,LOC102723771
5266,LOC102724770
5267,RNA45S5
